yolo,Protocolo,DataEnvio,FoiProrrogado,Anonimo,Ativo,usuario_nome,Nome,Ativo,agente_UF,agente_Poder,agente_Nivel_Federativo,agente_nome,status_final_pedido_nome,ano
5802,11169,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Atendido,2015
5803,11170,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5804,11170,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5805,11170,2015-03-27,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5806,11171,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2015
5807,11171,2015-03-27,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2015
5808,11172,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5809,11173,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SPSM - Subprefeitura São Mateus,1,São Paulo,Executivo,Municipal,SPSM - Subprefeitura São Mateus,Atendido,2015
5810,11175,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,1,São Paulo,Executivo,Municipal,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,Atendido,2015
5811,11176,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SPST - Subprefeitura Santana/Tucuruvi,1,São Paulo,Executivo,Municipal,SPST - Subprefeitura Santana/Tucuruvi,Atendido,2015
5812,11178,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5813,11179,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5814,11179,2015-04-02,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5815,11181,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5816,11183,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Atendido,2015
5817,11184,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5818,11184,2015-03-27,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5819,11185,2015-03-25,1,0,1,Controladoria Geral do Município de São Paulo,SPJA - Subprefeitura Jabaquara,1,São Paulo,Executivo,Municipal,SPJA - Subprefeitura Jabaquara,Atendido,2015
5820,11186,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5821,11188,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5822,11190,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5823,11192,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,IPREM - Instituto de Previdência Municipal de São Paulo,1,São Paulo,Executivo,Municipal,IPREM - Instituto de Previdência Municipal de São Paulo,Atendido,2015
5824,11194,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5825,11196,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5826,11198,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5827,11200,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5828,11202,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5829,11206,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5830,11207,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5831,11208,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SPSM - Subprefeitura São Mateus,1,São Paulo,Executivo,Municipal,SPSM - Subprefeitura São Mateus,Atendido,2015
5832,11209,2015-03-26,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5833,11210,2015-03-26,1,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5834,11214,2015-03-27,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5835,11214,2015-03-31,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5836,11218,2015-03-27,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5837,11220,2015-03-28,0,0,1,Controladoria Geral do Município de São Paulo,SPCS - Subprefeitura Capela do Socorro,1,São Paulo,Executivo,Municipal,SPCS - Subprefeitura Capela do Socorro,Atendido,2015
5838,11221,2015-03-28,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5839,11221,2015-03-31,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5840,11222,2015-03-28,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5841,11223,2015-03-28,0,0,1,Controladoria Geral do Município de São Paulo,SPJT - Subprefeitura Jaçanã/Tremembé,1,São Paulo,Executivo,Municipal,SPJT - Subprefeitura Jaçanã/Tremembé,Atendido,2015
5842,11223,2015-04-09,0,0,1,Controladoria Geral do Município de São Paulo,SPJT - Subprefeitura Jaçanã/Tremembé,1,São Paulo,Executivo,Municipal,SPJT - Subprefeitura Jaçanã/Tremembé,Atendido,2015
5843,11224,2015-03-29,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5844,11224,2015-03-31,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5845,11225,2015-03-29,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5846,11225,2015-03-31,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5847,11226,2015-03-29,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5848,11226,2015-03-31,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5849,11227,2015-03-29,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5850,11227,2015-03-31,1,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5851,11228,2015-03-29,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5852,11229,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5853,11230,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Atendido,2015
5854,11231,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5855,11231,2015-04-10,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5856,11232,2015-03-30,1,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5857,11232,2015-04-15,1,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5858,11234,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5859,11234,2015-03-31,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5860,11235,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5861,11235,2015-03-31,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5862,11236,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5863,11239,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5864,11245,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5865,11250,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5866,11254,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SP URBANISMO - São Paulo Urbanismo,1,São Paulo,Executivo,Municipal,SP URBANISMO - São Paulo Urbanismo,Atendido,2015
5867,11256,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
5868,11257,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2015
5869,11258,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5870,11258,2015-04-07,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5871,11259,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5872,11260,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5873,11261,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5874,11262,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5875,11263,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5876,11264,2015-03-30,1,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5877,11265,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5878,11265,2015-04-10,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5879,11266,2015-03-30,1,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
